Date,Price,Open,High,Low,Vol.,Change %
4/1/2016,3221.89,3213.67,3222.61,3165.86,118.12K,0.12%
4/5/2016,3264.49,3211.30,3271.93,3205.21,146.05K,1.32%
4/6/2016,3257.53,3250.52,3267.64,3236.20,120.20K,-0.21%
4/7/2016,3209.29,3266.29,3270.82,3208.64,112.41K,-1.48%
4/8/2016,3185.73,3189.85,3197.77,3163.30,101.01K,-0.73%
4/11/2016,3230.10,3213.51,3251.57,3213.51,125.21K,1.39%
4/12/2016,3218.45,3227.37,3232.26,3198.90,92.87K,-0.36%
4/13/2016,3261.38,3237.86,3296.52,3237.86,195.61K,1.33%
4/14/2016,3275.83,3277.10,3286.07,3252.05,113.16K,0.44%
4/15/2016,3272.21,3279.86,3282.98,3261.73,99.81K,-0.11%
4/18/2016,3228.45,3252.67,3252.67,3221.66,97.09K,-1.34%
4/19/2016,3238.30,3243.97,3250.73,3221.58,80.87K,0.31%
4/20/2016,3181.03,3244.14,3248.42,3107.37,162.21K,-1.77%
4/21/2016,3160.60,3160.80,3198.56,3150.94,104.75K,-0.64%
4/22/2016,3174.90,3142.56,3175.38,3137.99,77.08K,0.45%
4/25/2016,3162.03,3164.74,3172.27,3137.11,67.52K,-0.41%
4/26/2016,3179.16,3159.77,3181.10,3150.40,59.02K,0.54%
4/27/2016,3165.92,3181.93,3188.83,3162.69,60.00K,-0.42%
4/28/2016,3160.58,3169.33,3174.77,3135.64,69.87K,-0.17%
4/29/2016,3156.75,3153.54,3171.29,3149.40,58.03K,-0.12%
5/3/2016,3213.54,3159.82,3218.49,3151.40,98.17K,1.80%
5/4/2016,3209.46,3203.47,3222.88,3198.29,90.86K,-0.13%
5/5/2016,3213.92,3204.17,3217.28,3196.57,74.73K,0.14%
5/6/2016,3130.35,3213.14,3216.89,3130.15,108.68K,-2.60%
5/9/2016,3065.62,3115.43,3115.43,3055.01,99.23K,-2.07%
5/10/2016,3069.11,3055.21,3084.72,3055.18,68.85K,0.11%
5/11/2016,3082.81,3080.64,3102.88,3063.09,81.79K,0.45%
5/12/2016,3090.14,3059.38,3095.35,3035.02,78.77K,0.24%
5/13/2016,3074.94,3081.68,3103.10,3064.69,62.63K,-0.49%
5/16/2016,3095.31,3064.53,3095.56,3053.66,59.46K,0.66%
5/17/2016,3086.02,3095.52,3105.20,3073.46,65.28K,-0.30%
5/18/2016,3068.04,3071.53,3072.61,3039.46,82.72K,-0.58%
5/19/2016,3062.50,3060.34,3086.98,3058.14,60.44K,-0.18%
5/20/2016,3078.22,3047.78,3078.53,3041.52,56.08K,0.51%
5/23/2016,3087.22,3078.51,3098.48,3076.50,59.70K,0.29%
5/24/2016,3063.56,3083.24,3083.26,3052.59,58.73K,-0.77%
5/25/2016,3059.23,3079.75,3089.10,3054.87,56.65K,-0.14%
5/26/2016,3064.21,3056.60,3072.52,3027.44,60.39K,0.16%
5/27/2016,3062.50,3059.73,3073.76,3052.18,60.47K,-0.06%
5/30/2016,3066.71,3056.31,3075.26,3037.66,63.10K,0.14%
5/31/2016,3169.56,3068.60,3170.93,3068.60,138.86K,3.35%
6/1/2016,3160.55,3172.96,3181.79,3159.82,113.15K,-0.28%
6/2/2016,3167.10,3158.03,3168.82,3151.07,86.00K,0.21%
6/3/2016,3189.33,3172.95,3201.75,3162.09,101.49K,0.70%
6/6/2016,3178.79,3192.78,3197.22,3168.55,76.69K,-0.33%
6/7/2016,3177.05,3182.44,3186.62,3168.18,68.93K,-0.05%
6/8/2016,3163.99,3171.81,3174.97,3148.35,76.29K,-0.41%
6/13/2016,3066.34,3134.05,3145.61,3065.77,92.98K,-3.09%
6/14/2016,3075.98,3058.44,3078.75,3055.66,66.28K,0.31%
6/15/2016,3116.37,3043.96,3128.67,3042.23,87.39K,1.31%
6/16/2016,3094.67,3104.36,3112.48,3089.48,82.98K,-0.70%
6/17/2016,3110.36,3096.09,3131.05,3096.09,85.40K,0.51%
6/20/2016,3112.67,3114.91,3118.73,3089.71,63.59K,0.07%
6/21/2016,3106.32,3124.90,3155.49,3097.94,87.97K,-0.20%
6/22/2016,3133.96,3100.45,3134.06,3096.99,66.49K,0.89%
6/23/2016,3117.32,3129.72,3129.72,3102.48,67.75K,-0.53%
6/24/2016,3077.16,3110.65,3130.54,3033.97,104.79K,-1.29%
6/27/2016,3120.54,3065.13,3120.64,3064.97,83.27K,1.41%
6/28/2016,3136.40,3107.40,3139.43,3099.70,92.03K,0.51%
6/29/2016,3151.39,3142.48,3158.08,3139.13,103.72K,0.48%
6/30/2016,3153.92,3152.83,3163.72,3148.20,79.69K,0.08%
7/1/2016,3154.20,3156.93,3170.26,3148.29,71.75K,0.01%
7/4/2016,3204.70,3136.39,3210.60,3134.02,133.31K,1.60%
7/5/2016,3207.38,3199.16,3216.70,3198.00,130.23K,0.08%
7/6/2016,3216.80,3197.62,3217.52,3183.45,124.90K,0.29%
7/7/2016,3209.95,3206.55,3220.54,3190.12,118.60K,-0.21%
7/8/2016,3192.28,3199.75,3204.93,3183.96,89.74K,-0.55%
7/11/2016,3203.33,3199.04,3235.96,3197.63,138.53K,0.35%
7/12/2016,3273.18,3201.91,3273.47,3200.30,172.53K,2.18%
7/13/2016,3282.87,3274.02,3300.99,3271.78,175.20K,0.30%
7/14/2016,3276.76,3277.48,3281.95,3259.07,107.53K,-0.19%
7/15/2016,3276.28,3278.84,3285.03,3265.29,102.67K,-0.01%
7/18/2016,3262.02,3269.71,3281.64,3251.77,110.31K,-0.44%
7/19/2016,3248.23,3260.43,3264.73,3226.20,88.89K,-0.42%
7/20/2016,3237.61,3246.86,3254.51,3232.26,72.70K,-0.33%
7/21/2016,3252.52,3238.34,3271.37,3238.30,86.01K,0.46%
7/22/2016,3225.16,3251.24,3253.77,3220.89,86.03K,-0.84%
7/25/2016,3230.89,3220.17,3243.79,3218.14,70.20K,0.18%
7/26/2016,3269.59,3228.23,3269.75,3228.01,81.05K,1.20%
7/27/2016,3218.24,3270.08,3276.51,3157.41,160.19K,-1.57%
7/28/2016,3221.14,3204.46,3235.78,3195.27,112.78K,0.09%
7/29/2016,3203.93,3217.19,3225.42,3198.68,88.05K,-0.53%
8/1/2016,3176.81,3196.43,3199.98,3156.75,87.00K,-0.85%
8/2/2016,3189.05,3173.76,3189.05,3165.54,62.17K,0.39%
8/3/2016,3193.51,3179.68,3197.16,3173.54,72.86K,0.14%
8/4/2016,3201.29,3190.55,3201.55,3170.42,73.50K,0.24%
8/5/2016,3205.11,3201.35,3224.87,3192.86,77.20K,0.12%
8/8/2016,3234.18,3199.57,3234.48,3187.25,86.68K,0.91%
8/9/2016,3256.98,3232.60,3257.33,3229.17,91.07K,0.70%
8/10/2016,3243.34,3255.18,3261.86,3242.75,90.43K,-0.42%
8/11/2016,3233.36,3239.56,3274.03,3232.61,101.04K,-0.31%
8/12/2016,3294.23,3231.81,3294.23,3231.14,116.25K,1.88%
8/15/2016,3393.42,3303.47,3417.91,3302.38,220.54K,3.01%
8/16/2016,3378.25,3403.38,3418.69,3372.02,196.39K,-0.45%
8/17/2016,3373.05,3377.77,3394.39,3356.92,138.85K,-0.15%
8/18/2016,3364.49,3369.95,3394.79,3349.69,142.38K,-0.25%
8/19/2016,3365.02,3358.55,3374.05,3341.19,119.96K,0.02%
8/22/2016,3336.79,3364.68,3372.83,3335.47,107.95K,-0.84%
8/23/2016,3341.83,3332.62,3359.65,3324.96,92.93K,0.15%
8/24/2016,3329.86,3341.93,3348.13,3323.73,81.19K,-0.36%
8/25/2016,3308.97,3314.08,3315.08,3279.81,100.59K,-0.63%
8/26/2016,3307.09,3312.50,3328.95,3301.74,81.53K,-0.06%
8/29/2016,3307.78,3306.57,3315.08,3297.07,77.04K,0.02%
8/30/2016,3311.99,3310.32,3325.12,3304.60,75.73K,0.13%
8/31/2016,3327.79,3310.57,3333.97,3304.66,79.57K,0.48%
9/1/2016,3301.58,3326.74,3329.35,3301.21,84.95K,-0.79%
9/2/2016,3314.11,3298.72,3320.43,3295.76,82.79K,0.38%
9/5/2016,3319.68,3321.01,3338.42,3314.63,78.29K,0.17%
9/6/2016,3342.63,3322.02,3347.95,3300.13,98.28K,0.69%
9/7/2016,3340.82,3344.07,3357.36,3337.75,102.94K,-0.05%
9/8/2016,3339.56,3338.01,3343.39,3328.23,71.92K,-0.04%
9/9/2016,3318.04,3339.37,3344.95,3318.04,82.66K,-0.64%
9/12/2016,3262.60,3271.87,3276.72,3234.57,122.92K,-1.67%
9/13/2016,3260.33,3265.34,3269.22,3246.39,67.18K,-0.07%
9/14/2016,3238.73,3245.74,3254.99,3231.34,70.43K,-0.66%
9/19/2016,3263.12,3242.74,3264.90,3242.74,58.83K,0.75%
9/20/2016,3257.40,3264.66,3265.04,3252.39,52.78K,-0.18%
9/21/2016,3266.64,3257.71,3270.90,3254.32,59.14K,0.28%
9/22/2016,3291.12,3281.47,3303.20,3277.98,75.75K,0.75%
9/23/2016,3275.67,3292.28,3293.92,3275.03,57.99K,-0.47%
9/26/2016,3220.28,3267.69,3267.69,3220.28,70.45K,-1.69%
9/27/2016,3240.75,3214.87,3240.78,3214.44,58.46K,0.64%
9/28/2016,3230.89,3243.65,3243.65,3228.00,44.73K,-0.30%
9/29/2016,3244.39,3234.86,3257.77,3234.80,55.45K,0.42%
9/30/2016,3253.28,3240.18,3260.94,3239.04,44.98K,0.27%
10/10/2016,3293.87,3265.36,3294.64,3258.96,80.52K,1.25%
10/11/2016,3306.56,3296.87,3308.00,3292.88,87.71K,0.39%
10/12/2016,3300.01,3299.14,3302.56,3289.75,68.67K,-0.20%
10/13/2016,3302.65,3299.16,3307.41,3292.40,81.22K,0.08%
10/14/2016,3305.85,3298.73,3306.69,3285.73,82.32K,0.10%
10/17/2016,3277.88,3305.96,3309.01,3271.54,86.11K,-0.85%
10/18/2016,3321.33,3272.68,3321.33,3272.68,102.86K,1.33%
10/19/2016,3316.24,3323.30,3332.52,3309.83,101.17K,-0.15%
10/20/2016,3318.60,3317.18,3324.90,3312.17,79.24K,0.07%
10/21/2016,3327.74,3315.72,3341.56,3309.18,109.79K,0.28%
10/24/2016,3367.58,3332.51,3382.83,3330.97,153.01K,1.20%
10/25/2016,3367.45,3367.48,3373.91,3356.59,111.19K,0.00%
10/26/2016,3354.80,3365.20,3367.83,3349.57,98.03K,-0.38%
10/27/2016,3345.70,3351.46,3352.35,3335.13,77.63K,-0.27%
10/28/2016,3340.13,3347.14,3370.75,3337.29,93.13K,-0.17%
10/31/2016,3336.28,3332.41,3340.47,3317.33,71.35K,-0.12%
11/1/2016,3359.05,3338.71,3359.39,3334.46,74.94K,0.68%
11/2/2016,3333.35,3350.71,3356.40,3331.38,91.20K,-0.77%
11/3/2016,3365.09,3326.90,3379.99,3324.84,126.22K,0.95%
11/4/2016,3354.17,3362.21,3377.64,3348.43,104.07K,-0.32%
11/7/2016,3356.59,3353.44,3362.74,3342.31,99.88K,0.07%
11/8/2016,3371.12,3367.70,3383.92,3361.13,103.15K,0.43%
11/9/2016,3353.05,3370.60,3373.10,3322.08,139.11K,-0.54%
11/10/2016,3390.61,3374.91,3403.02,3374.91,134.71K,1.12%
11/11/2016,3417.22,3387.95,3422.67,3382.89,198.78K,0.78%
11/14/2016,3430.25,3409.22,3452.62,3408.14,213.25K,0.38%
11/15/2016,3429.87,3428.87,3434.92,3415.99,134.57K,-0.01%
11/16/2016,3429.59,3432.43,3435.64,3419.24,129.81K,-0.01%
11/17/2016,3436.53,3423.47,3437.67,3412.88,121.56K,0.20%
11/18/2016,3417.46,3437.49,3443.12,3413.27,115.95K,-0.55%
11/21/2016,3441.11,3412.65,3463.14,3412.08,146.44K,0.69%
11/22/2016,3468.36,3443.22,3469.22,3443.22,168.52K,0.79%
11/23/2016,3474.73,3473.89,3492.96,3465.76,162.39K,0.18%
11/24/2016,3488.74,3468.81,3508.16,3467.01,145.75K,0.40%
11/25/2016,3521.30,3490.04,3521.30,3463.95,153.62K,0.93%
11/28/2016,3535.08,3538.68,3553.36,3528.32,207.38K,0.39%
11/29/2016,3564.04,3525.90,3583.72,3521.38,236.92K,0.82%
11/30/2016,3538.00,3557.64,3567.07,3527.02,178.56K,-0.73%
12/1/2016,3565.04,3543.96,3575.97,3543.24,180.17K,0.76%
12/2/2016,3528.95,3559.77,3562.55,3516.79,196.36K,-1.01%
12/5/2016,3469.41,3473.69,3496.88,3457.34,180.85K,-1.69%
12/6/2016,3459.15,3466.24,3477.59,3456.81,115.53K,-0.30%
