Date,Open,High,Low,Price,Adj. Close,Vol.,Change %
14-Mar-18,4701.94,4720.79,4680.70,4681.08,,7.25B,-0.83%
13-Mar-18,4750.14,4760.16,4717.63,4720.12,,8.19B,-0.78%
12-Mar-18,4737.00,4760.14,4733.13,4757.40,,10.33B,1.10%
9-Mar-18,4643.62,4708.95,4636.90,4705.47,,9.35B,1.57%
8-Mar-18,4579.62,4632.69,4574.60,4632.69,,6.27B,1.19%
7-Mar-18,4618.91,4635.94,4575.33,4578.22,,6.89B,-1.00%
6-Mar-18,4581.01,4624.34,4562.45,4624.34,,8.79B,1.31%
5-Mar-18,4572.49,4585.73,4540.03,4564.60,,6.09B,0.08%
2-Mar-18,4563.34,4600.75,4555.87,4560.91,,7.02B,-0.87%
1-Mar-18,4524.59,4600.99,4515.26,4600.99,,7.56B,0.97%
28-Feb-18,4503.75,4579.29,4483.24,4556.82,,7.90B,0.16%
27-Feb-18,4598.82,4604.53,4543.80,4549.43,,8.22B,-1.03%
26-Feb-18,4531.47,4609.27,4501.05,4596.66,,8.97B,2.10%
23-Feb-18,4503.94,4519.45,4465.19,4502.29,,6.09B,0.05%
22-Feb-18,4455.22,4505.09,4445.20,4500.00,,6.39B,2.23%
14-Feb-18,4376.92,4402.18,4350.39,4401.65,,4.24B,0.79%
13-Feb-18,4367.63,4423.44,4362.06,4367.30,,6.11B,0.77%
12-Feb-18,4233.95,4348.92,4233.95,4333.78,,6.43B,2.98%
9-Feb-18,4250.03,4283.31,4150.67,4208.19,,9.25B,-3.75%
8-Feb-18,4307.87,4389.67,4306.31,4372.11,,7.09B,1.25%
7-Feb-18,4467.65,4482.13,4297.78,4318.34,,9.19B,-1.56%
6-Feb-18,4475.83,4512.85,4386.68,4386.68,,9.59B,-4.19%
5-Feb-18,4548.33,4593.30,4539.72,4578.31,,7.52B,-0.89%
2-Feb-18,4559.66,4623.24,4508.37,4619.39,,8.60B,0.66%
1-Feb-18,4699.24,4709.63,4575.41,4588.89,,10.35B,-2.47%
31-Jan-18,4715.17,4736.70,4685.95,4704.89,,8.52B,-0.83%
30-Jan-18,4767.26,4788.08,4735.86,4744.22,,7.66B,-0.79%
29-Jan-18,4867.72,4871.35,4769.01,4782.21,,10.07B,-1.86%
26-Jan-18,4858.13,4894.52,4852.87,4873.07,,8.15B,0.07%
25-Jan-18,4887.42,4903.85,4866.96,4869.77,,9.93B,-0.53%
24-Jan-18,4876.74,4900.05,4834.45,4895.94,,10.51B,0.34%
23-Jan-18,4858.23,4881.64,4849.47,4879.56,,8.30B,0.48%
22-Jan-18,4759.47,4856.34,4752.07,4856.26,,8.72B,1.99%
19-Jan-18,4767.44,4804.21,4752.62,4761.61,,9.44B,-0.17%
18-Jan-18,4756.80,4796.28,4751.64,4769.74,,7.26B,0.14%
17-Jan-18,4795.32,4796.50,4716.29,4762.89,,11.01B,-0.83%
16-Jan-18,4756.41,4810.24,4756.12,4802.93,,9.50B,0.76%
15-Jan-18,4820.24,4836.10,4753.03,4766.47,,10.79B,-1.15%
12-Jan-18,4814.78,4831.86,4800.57,4821.77,,8.01B,0.12%
11-Jan-18,4796.66,4824.63,4780.36,4816.16,,8.44B,0.18%
10-Jan-18,4802.69,4810.15,4767.63,4807.47,,9.18B,0.01%
9-Jan-18,4770.10,4808.18,4763.56,4806.97,,8.82B,0.68%
8-Jan-18,4756.80,4778.79,4733.61,4774.48,,9.93B,0.39%
5-Jan-18,4753.60,4769.05,4738.82,4755.78,,8.45B,0.06%
4-Jan-18,4722.79,4753.38,4717.43,4753.03,,7.74B,0.57%
3-Jan-18,4685.07,4745.84,4680.94,4726.03,,9.18B,0.90%
2-Jan-18,4642.75,4683.72,4639.08,4683.72,,7.84B,1.28%
29-Dec-17,4604.24,4628.99,4597.01,4624.30,,5.76B,0.55%
28-Dec-17,4569.08,4623.22,4560.68,4598.99,,6.89B,0.66%
27-Dec-17,4610.16,4619.11,4568.80,4568.80,,6.67B,-1.03%
26-Dec-17,4609.38,4618.39,4564.39,4616.35,,5.76B,0.12%
25-Dec-17,4646.89,4661.59,4593.33,4610.75,,6.21B,-0.67%
22-Dec-17,4650.62,4668.32,4634.82,4641.81,,5.21B,-0.23%
21-Dec-17,4592.25,4666.13,4574.12,4652.48,,6.45B,1.19%
20-Dec-17,4624.23,4626.97,4591.55,4597.77,,5.50B,-0.58%
19-Dec-17,4575.76,4626.19,4575.60,4624.49,,5.23B,1.11%
18-Dec-17,4582.87,4608.98,4555.13,4573.51,,5.25B,-0.25%
15-Dec-17,4629.28,4634.00,4575.41,4584.86,,6.50B,-1.10%
14-Dec-17,4652.23,4663.52,4622.19,4636.07,,5.88B,-0.37%
13-Dec-17,4605.65,4653.21,4600.61,4653.21,,5.48B,0.95%
12-Dec-17,4651.00,4666.02,4609.06,4609.53,,6.11B,-0.86%
11-Dec-17,4569.23,4649.56,4569.23,4649.56,,6.58B,2.02%
8-Dec-17,4493.99,4569.13,4493.99,4557.54,,5.68B,1.30%
7-Dec-17,4544.05,4559.08,4497.95,4499.25,,5.17B,-1.24%
6-Dec-17,4531.14,4556.09,4477.26,4555.61,,6.71B,0.42%
5-Dec-17,4582.50,4608.78,4515.40,4536.54,,7.29B,-1.25%
4-Dec-17,4584.34,4629.58,4578.73,4594.03,,6.65B,0.15%
1-Dec-17,4560.88,4618.50,4552.71,4586.97,,6.09B,0.57%
30-Nov-17,4604.32,4622.41,4546.48,4561.04,,5.99B,-1.37%
29-Nov-17,4633.92,4638.30,4562.30,4624.57,,7.23B,-0.15%
28-Nov-17,4573.36,4631.73,4567.14,4631.73,,6.24B,1.10%
27-Nov-17,4656.94,4656.94,4572.62,4581.41,,7.98B,-2.06%
24-Nov-17,4664.61,4702.64,4626.09,4677.68,,7.31B,-0.09%
23-Nov-17,4834.12,4834.12,4676.29,4681.93,,9.15B,-3.53%
22-Nov-17,4873.91,4901.72,4806.41,4853.23,,9.32B,-0.48%
21-Nov-17,4785.53,4876.87,4780.11,4876.87,,9.90B,1.74%
20-Nov-17,4699.79,4793.46,4645.22,4793.46,,8.11B,1.42%
17-Nov-17,4804.24,4822.41,4726.26,4726.45,,9.91B,-1.79%
16-Nov-17,4765.93,4815.95,4754.28,4812.54,,8.08B,0.81%
15-Nov-17,4809.85,4826.87,4742.16,4773.73,,7.76B,-1.05%
14-Nov-17,4871.43,4875.43,4806.41,4824.24,,9.57B,-1.03%
13-Nov-17,4856.55,4883.74,4847.29,4874.21,,9.28B,0.48%
10-Nov-17,4803.98,4857.63,4800.33,4850.77,,8.74B,0.87%
9-Nov-17,4760.98,4808.93,4746.42,4808.93,,8.02B,0.97%
8-Nov-17,4772.24,4816.82,4760.30,4762.61,,9.73B,-0.25%
7-Nov-17,4734.15,4774.46,4732.79,4774.46,,9.06B,0.89%
6-Nov-17,4664.53,4732.49,4650.16,4732.49,,8.17B,1.48%
3-Nov-17,4690.94,4713.51,4643.61,4663.53,,7.96B,-0.61%
2-Nov-17,4704.44,4705.31,4671.98,4692.21,,7.82B,-0.36%
1-Nov-17,4720.49,4745.09,4706.11,4708.99,,6.79B,-0.22%
31-Oct-17,4689.31,4719.75,4679.30,4719.19,,6.56B,0.45%
30-Oct-17,4742.77,4754.63,4642.03,4697.94,,9.72B,-0.90%
27-Oct-17,4739.70,4753.41,4724.46,4740.49,,7.39B,-0.01%
26-Oct-17,4727.33,4763.46,4720.52,4741.02,,7.69B,0.24%
25-Oct-17,4686.38,4729.67,4682.87,4729.67,,6.75B,0.84%
24-Oct-17,4660.68,4690.27,4651.53,4690.27,,6.12B,0.48%
23-Oct-17,4639.21,4667.76,4636.00,4667.76,,5.96B,0.62%
20-Oct-17,4610.14,4639.16,4602.71,4639.16,,5.41B,0.31%
19-Oct-17,4661.21,4665.83,4620.54,4624.97,,7.21B,-0.84%
18-Oct-17,4653.46,4673.19,4643.08,4664.26,,6.86B,0.24%
17-Oct-17,4644.76,4669.34,4627.90,4653.10,,6.28B,0.06%
16-Oct-17,4697.36,4711.01,4648.91,4650.28,,9.56B,-0.97%
13-Oct-17,4659.10,4696.55,4657.65,4695.66,,7.39B,0.83%
12-Oct-17,4655.14,4668.28,4630.27,4657.10,,7.11B,0.02%
11-Oct-17,4652.93,4668.86,4640.49,4656.39,,8.40B,-0.02%
10-Oct-17,4630.23,4657.41,4614.38,4657.41,,8.42B,0.56%
9-Oct-17,4624.15,4651.01,4610.62,4631.33,,9.37B,1.70%
29-Sep-17,4540.63,4573.61,4540.63,4554.10,,7.53B,0.41%
28-Sep-17,4530.75,4551.46,4524.83,4535.44,,7.37B,0.05%
27-Sep-17,4499.74,4545.83,4499.66,4533.39,,6.78B,0.76%
26-Sep-17,4484.11,4500.99,4475.16,4499.05,,6.60B,0.19%
25-Sep-17,4539.35,4539.36,4481.95,4490.74,,6.79B,-1.22%
22-Sep-17,4544.28,4552.49,4530.66,4546.41,,6.84B,-0.24%
21-Sep-17,4589.52,4593.66,4557.14,4557.14,,8.09B,-0.71%
20-Sep-17,4546.76,4589.84,4546.43,4589.84,,8.07B,0.98%
19-Sep-17,4576.64,4585.66,4533.89,4545.21,,8.07B,-0.62%
18-Sep-17,4539.02,4576.17,4539.02,4573.39,,8.03B,0.79%
15-Sep-17,4531.92,4554.33,4519.56,4537.39,,8.43B,0.01%
14-Sep-17,4545.24,4560.84,4522.77,4536.85,,8.36B,-0.20%
13-Sep-17,4525.71,4546.05,4513.71,4546.05,,7.84B,0.43%
12-Sep-17,4535.81,4562.32,4516.95,4526.65,,11.33B,-0.09%
11-Sep-17,4504.74,4530.62,4496.91,4530.62,,8.04B,0.70%
8-Sep-17,4496.47,4515.48,4475.90,4499.24,,7.10B,-0.01%
7-Sep-17,4524.26,4536.50,4498.94,4499.66,,8.82B,-0.49%
6-Sep-17,4502.18,4529.21,4492.90,4521.81,,8.83B,0.22%
5-Sep-17,4498.59,4515.56,4488.41,4511.81,,8.36B,0.28%
4-Sep-17,4468.73,4503.97,4457.90,4499.15,,9.50B,0.70%
1-Sep-17,4445.73,4468.20,4440.19,4467.84,,9.08B,0.53%
31-Aug-17,4450.27,4454.87,4420.59,4444.14,,7.05B,-0.03%
30-Aug-17,4423.66,4451.53,4423.66,4445.60,,7.43B,0.49%
29-Aug-17,4437.71,4446.27,4415.93,4423.74,,7.53B,-0.47%
28-Aug-17,4389.05,4471.06,4389.05,4444.72,,9.62B,1.48%
25-Aug-17,4338.53,4385.88,4338.53,4379.83,,6.33B,1.00%
24-Aug-17,4361.64,4365.96,4330.87,4336.39,,5.12B,-0.59%
23-Aug-17,4366.35,4380.20,4346.73,4362.19,,5.94B,-0.19%
22-Aug-17,4384.44,4389.94,4361.47,4370.48,,6.66B,-0.31%
21-Aug-17,4357.81,4384.07,4357.81,4384.07,,6.75B,0.70%
18-Aug-17,4340.42,4362.53,4330.58,4353.61,,6.30B,-0.32%
17-Aug-17,4347.21,4369.42,4338.97,4367.55,,7.71B,0.48%
