Date,Price,Open,High,Low,Vol.,Change %
7/10/2015,5751.94,5659.57,5751.94,5648.01,2.60B,4.04%
7/13/2015,6049.67,5959.99,6049.71,5923.35,4.39B,5.18%
7/14/2015,6208.65,6204.71,6341.60,6155.02,6.02B,2.63%
7/15/2015,5909.76,6256.29,6256.29,5898.94,7.40B,-4.81%
7/16/2015,6043.77,5811.73,6166.35,5638.74,6.64B,2.27%
7/17/2015,6382.15,6087.40,6425.29,6072.73,6.47B,5.60%
7/20/2015,6534.84,6448.48,6633.52,6382.00,7.51B,2.39%
7/21/2015,6616.63,6449.73,6677.11,6390.49,6.51B,1.25%
7/22/2015,6694.36,6597.65,6724.14,6495.21,7.47B,1.17%
7/23/2015,6885.00,6700.64,6913.60,6646.92,8.02B,2.85%
7/24/2015,6767.54,6905.65,7023.43,6705.53,8.46B,-1.71%
7/27/2015,6255.54,6615.04,6829.71,6255.03,7.44B,-7.57%
7/28/2015,6097.23,5972.93,6331.36,5819.62,7.86B,-2.53%
7/29/2015,6397.70,6200.93,6397.70,5960.19,5.93B,4.93%
7/30/2015,6199.90,6380.27,6525.99,6190.57,6.41B,-3.09%
7/31/2015,6157.44,6113.30,6283.98,6075.39,4.81B,-0.68%
8/3/2015,5996.41,6051.21,6101.86,5882.62,5.20B,-2.62%
8/4/2015,6324.14,6004.02,6324.36,5985.66,5.38B,5.47%
8/5/2015,6246.35,6329.02,6413.97,6186.74,5.55B,-1.23%
8/6/2015,6191.43,6103.79,6276.92,6083.72,3.85B,-0.88%
8/7/2015,6389.19,6258.66,6392.64,6248.93,4.85B,3.19%
8/10/2015,6683.08,6461.97,6724.38,6435.68,6.42B,4.60%
8/11/2015,6687.39,6685.63,6793.52,6637.08,7.11B,0.06%
8/12/2015,6600.62,6629.34,6737.87,6600.62,5.66B,-1.30%
8/13/2015,6761.21,6564.49,6761.21,6512.52,5.73B,2.43%
8/14/2015,6806.10,6803.78,6888.52,6754.34,6.80B,0.66%
8/17/2015,6886.63,6781.31,6906.52,6733.55,6.50B,1.18%
8/18/2015,6388.01,6899.47,6915.40,6372.29,7.67B,-7.24%
8/19/2015,6538.09,6173.82,6585.32,6031.52,6.67B,2.35%
8/20/2015,6354.23,6493.84,6602.96,6353.78,5.90B,-2.81%
8/21/2015,6013.65,6230.83,6321.87,6001.61,5.74B,-5.36%
8/24/2015,5542.75,5731.20,5769.39,5540.85,3.91B,-7.83%
8/25/2015,5135.41,5144.90,5270.30,5124.19,4.36B,-7.35%
8/26/2015,4928.88,5121.72,5292.66,4876.61,6.51B,-4.02%
8/27/2015,5082.57,5014.48,5102.74,4813.87,5.52B,3.12%
8/28/2015,5378.56,5158.77,5382.53,5117.60,6.04B,5.82%
8/31/2015,5209.82,5343.98,5348.43,5189.31,5.27B,-3.14%
9/1/2015,4928.16,5142.41,5142.41,4911.02,4.59B,-5.41%
9/2/2015,4882.47,4693.98,5048.05,4689.24,5.19B,-0.93%
9/7/2015,4888.00,4925.55,5077.46,4846.58,4.58B,0.11%
9/8/2015,5067.86,4836.35,5081.34,4770.74,3.91B,3.68%
9/9/2015,5222.96,5094.23,5265.08,5072.42,6.11B,3.06%
9/10/2015,5148.94,5143.44,5246.93,5121.95,4.50B,-1.42%
9/11/2015,5173.17,5139.68,5218.97,5100.22,3.52B,0.47%
9/14/2015,4810.66,5205.81,5218.23,4801.27,4.48B,-7.01%
9/15/2015,4540.15,4672.67,4767.00,4525.19,3.75B,-5.62%
9/16/2015,4838.49,4555.38,4850.54,4545.67,4.34B,6.57%
9/17/2015,4765.03,4838.12,4983.46,4765.03,5.31B,-1.52%
9/18/2015,4829.99,4796.99,4861.40,4731.48,3.42B,1.36%
9/21/2015,5010.98,4769.03,5013.46,4752.84,4.17B,3.75%
9/22/2015,5030.41,5031.66,5092.29,4969.07,4.91B,0.39%
9/23/2015,4980.94,4941.48,5042.55,4920.13,4.16B,-0.98%
9/24/2015,5062.13,5006.50,5075.43,4991.98,4.04B,1.63%
9/25/2015,4867.95,5040.99,5065.19,4832.29,4.08B,-3.84%
9/28/2015,4985.21,4878.26,4989.40,4810.00,2.78B,2.41%
9/29/2015,4891.43,4901.89,4954.46,4856.10,3.03B,-1.88%
9/30/2015,4907.70,4919.15,4940.89,4852.38,2.49B,0.33%
10/8/2015,5115.42,5066.03,5149.24,5029.12,4.02B,4.23%
10/9/2015,5198.37,5112.07,5223.82,5097.36,4.30B,1.62%
10/12/2015,5424.23,5231.16,5469.63,5226.76,5.90B,4.34%
10/13/2015,5492.08,5398.64,5506.71,5379.05,5.57B,1.25%
10/14/2015,5433.21,5476.23,5528.89,5421.26,5.46B,-1.07%
10/15/2015,5600.33,5406.82,5600.33,5402.77,5.90B,3.08%
10/16/2015,5678.95,5632.98,5680.61,5555.19,7.11B,1.40%
10/19/2015,5668.73,5696.88,5722.27,5589.76,6.54B,-0.18%
10/20/2015,5777.41,5657.38,5781.92,5638.78,6.07B,1.92%
10/21/2015,5410.67,5768.44,5796.97,5395.60,7.68B,-6.35%
10/22/2015,5635.66,5410.10,5639.78,5410.10,6.09B,4.16%
10/23/2015,5797.37,5698.76,5825.10,5673.36,7.01B,2.87%
10/26/2015,5822.35,5866.68,5870.83,5740.88,7.37B,0.43%
10/27/2015,5884.18,5770.99,5920.93,5581.84,6.73B,1.06%
10/28/2015,5711.17,5826.96,5900.16,5684.59,6.18B,-2.94%
10/29/2015,5757.39,5743.68,5829.03,5667.02,5.09B,0.81%
10/30/2015,5727.82,5735.90,5824.22,5641.30,5.27B,-0.51%
11/2/2015,5602.54,5592.21,5785.19,5575.45,4.59B,-2.19%
11/3/2015,5599.07,5630.24,5669.18,5552.20,3.94B,-0.06%
11/4/2015,5895.96,5636.37,5895.96,5636.37,6.10B,5.30%
11/5/2015,5887.34,5903.70,5972.50,5843.68,7.90B,-0.15%
11/6/2015,6041.11,5899.68,6051.34,5899.68,6.75B,2.61%
11/9/2015,6141.70,6007.26,6176.93,5957.65,7.77B,1.67%
11/10/2015,6166.88,6134.27,6229.26,6097.03,7.49B,0.41%
11/11/2015,6274.82,6181.69,6279.64,6148.56,6.83B,1.75%
11/12/2015,6276.25,6314.50,6331.63,6195.28,7.46B,0.02%
11/13/2015,6135.98,6208.60,6239.49,6079.87,6.46B,-2.23%
11/16/2015,6258.91,6026.40,6258.91,6019.70,5.11B,2.00%
11/17/2015,6199.14,6316.47,6348.09,6180.40,7.07B,-0.95%
11/18/2015,6092.76,6199.12,6243.03,6078.81,5.82B,-1.72%
11/19/2015,6255.60,6117.27,6255.60,6106.24,5.10B,2.67%
11/20/2015,6341.20,6278.03,6375.19,6261.70,6.87B,1.37%
11/23/2015,6292.26,6342.39,6404.70,6266.47,6.11B,-0.77%
11/24/2015,6344.47,6287.21,6344.47,6207.53,5.02B,0.83%
11/25/2015,6484.57,6352.60,6493.63,6343.77,5.96B,2.21%
11/26/2015,6426.38,6523.76,6528.32,6414.99,6.89B,-0.90%
11/27/2015,6002.54,6394.84,6415.47,5956.25,7.01B,-6.60%
11/30/2015,6026.53,6015.27,6080.68,5712.48,5.96B,0.40%
12/1/2015,6036.30,6024.95,6107.30,5961.50,4.93B,0.16%
12/2/2015,5988.77,6026.74,6041.90,5808.60,4.53B,-0.79%
12/3/2015,6139.03,5999.17,6139.03,5999.17,4.39B,2.51%
12/4/2015,6074.70,6112.94,6156.56,6037.43,4.57B,-1.05%
12/7/2015,6141.88,6085.77,6151.78,6035.89,4.04B,1.11%
12/8/2015,5985.90,6100.58,6100.58,5980.23,4.43B,-2.54%
12/9/2015,5940.12,5952.28,5997.45,5902.13,3.99B,-0.76%
12/10/2015,5948.98,5943.30,6012.26,5933.07,3.99B,0.15%
12/11/2015,5909.47,5923.98,5958.72,5874.45,3.66B,-0.66%
12/14/2015,6023.06,5848.53,6023.06,5838.48,4.00B,1.92%
12/15/2015,6064.18,6028.47,6102.91,6028.17,4.27B,0.68%
12/16/2015,6102.05,6091.32,6141.49,6078.69,4.25B,0.62%
12/17/2015,6244.49,6140.56,6244.68,6140.56,5.93B,2.33%
12/18/2015,6225.70,6239.37,6273.76,6183.84,5.40B,-0.30%
12/21/2015,6289.03,6223.17,6297.12,6218.68,5.28B,1.02%
12/22/2015,6342.78,6301.28,6343.94,6255.89,5.16B,0.85%
12/23/2015,6245.18,6343.48,6345.41,6231.56,5.49B,-1.54%
12/24/2015,6239.61,6232.38,6253.71,6140.43,4.05B,-0.09%
12/25/2015,6264.57,6248.96,6278.84,6221.56,3.91B,0.40%
12/28/2015,6116.24,6285.62,6315.85,6116.24,4.97B,-2.37%
12/29/2015,6174.97,6111.38,6174.97,6071.37,3.38B,0.96%
12/30/2015,6240.66,6186.11,6249.61,6174.71,3.78B,1.06%
12/31/2015,6126.84,6246.47,6262.36,6126.84,3.64B,-1.82%
1/4/2016,5620.37,6122.59,6127.25,5619.40,3.56B,-8.27%
1/5/2016,5477.91,5336.16,5617.55,5292.80,5.21B,-2.53%
1/6/2016,5610.30,5508.68,5612.83,5451.57,4.54B,2.42%
1/7/2016,5137.27,5503.58,5503.58,5134.02,1.31B,-8.43%
1/8/2016,5179.70,5240.00,5303.61,4912.05,4.98B,0.83%
1/11/2016,4831.11,5063.21,5133.52,4831.11,4.92B,-6.73%
1/12/2016,4863.06,4834.02,4923.00,4736.54,4.09B,0.66%
1/13/2016,4678.41,4883.93,4924.63,4678.41,3.78B,-3.80%
1/14/2016,4864.39,4527.50,4875.16,4519.19,4.01B,3.98%
1/15/2016,4704.20,4829.53,4887.23,4676.51,3.84B,-3.29%
1/18/2016,4800.99,4609.47,4856.31,4609.47,3.33B,2.06%
1/19/2016,4977.62,4792.26,4984.81,4780.19,4.16B,3.68%
1/20/2016,4920.83,4946.33,5016.60,4890.27,4.02B,-1.14%
1/21/2016,4736.74,4841.86,4991.21,4736.74,3.63B,-3.74%
1/22/2016,4815.68,4799.73,4844.02,4665.33,3.07B,1.67%
1/25/2016,4863.89,4864.77,4913.33,4815.75,2.85B,1.00%
1/26/2016,4510.06,4807.41,4813.14,4495.50,3.67B,-7.27%
1/27/2016,4468.42,4531.45,4547.10,4246.81,3.87B,-0.92%
1/28/2016,4293.25,4410.35,4461.84,4272.94,2.88B,-3.92%
1/29/2016,4459.46,4288.91,4496.92,4276.42,3.04B,3.87%
2/1/2016,4403.71,4445.26,4475.37,4340.83,2.56B,-1.25%
2/2/2016,4551.94,4407.34,4568.00,4407.34,2.88B,3.37%
2/3/2016,4580.22,4503.63,4600.70,4478.02,2.83B,0.62%
2/4/2016,4669.62,4596.17,4691.52,4596.17,3.07B,1.95%
2/5/2016,4614.76,4684.96,4698.39,4614.69,2.48B,-1.17%
2/15/2016,4628.52,4479.16,4654.89,4479.16,2.35B,0.30%
2/16/2016,4817.68,4652.58,4832.46,4652.58,3.59B,4.09%
2/17/2016,4867.81,4814.77,4877.01,4777.44,3.93B,1.04%
2/18/2016,4854.12,4901.94,4922.33,4842.67,4.24B,-0.28%
2/19/2016,4880.96,4838.60,4911.09,4828.62,3.45B,0.55%
2/22/2016,4964.12,4945.31,4970.81,4915.27,4.18B,1.70%
2/23/2016,4921.00,4965.05,4971.63,4852.53,3.86B,-0.87%
2/24/2016,4920.97,4901.87,4953.46,4817.96,3.68B,0.00%
2/25/2016,4542.18,4915.11,4915.11,4527.57,4.64B,-7.70%
2/26/2016,4542.34,4573.92,4602.46,4445.78,3.41B,0.00%
2/29/2016,4299.19,4519.07,4519.07,4252.07,3.68B,-5.35%
3/1/2016,4405.21,4305.84,4430.46,4246.65,3.62B,2.47%
3/2/2016,4618.83,4396.19,4626.80,4396.19,4.98B,4.85%
3/3/2016,4628.26,4627.86,4720.06,4615.81,5.86B,0.20%
3/4/2016,4466.35,4606.75,4638.60,4416.98,4.82B,-3.50%
3/7/2016,4562.41,4521.46,4612.39,4517.84,3.63B,2.15%
3/8/2016,4592.92,4559.03,4592.92,4387.88,4.26B,0.67%
3/9/2016,4498.67,4489.78,4578.15,4457.43,3.32B,-2.05%
3/10/2016,4422.95,4488.78,4525.14,4418.20,2.63B,-1.68%
3/11/2016,4407.00,4359.01,4435.41,4345.01,2.28B,-0.36%
3/14/2016,4553.32,4453.40,4600.11,4453.40,3.71B,3.32%
3/15/2016,4493.45,4532.54,4552.70,4479.03,3.19B,-1.31%
3/16/2016,4439.84,4526.05,4542.56,4406.00,2.83B,-1.19%
3/17/2016,4610.95,4461.97,4618.92,4459.13,4.21B,3.85%
3/18/2016,4780.57,4638.44,4805.88,4633.07,5.90B,3.68%
3/21/2016,4900.90,4837.60,4900.90,4823.79,6.08B,2.52%
3/22/2016,4881.47,4855.76,4930.47,4829.30,5.05B,-0.40%
3/23/2016,4925.56,4866.64,4925.56,4845.61,4.21B,0.90%
3/24/2016,4855.70,4888.47,4948.99,4848.92,4.88B,-1.42%
3/25/2016,4882.78,4843.86,4900.45,4821.05,3.75B,0.56%
3/28/2016,4851.70,4916.62,4959.93,4835.14,4.36B,-0.64%
3/29/2016,4753.82,4842.73,4851.14,4716.11,3.73B,-2.02%
3/30/2016,4937.03,4801.08,4937.03,4801.08,4.07B,3.85%
3/31/2016,4950.31,4966.18,4996.25,4932.33,4.48B,0.27%
4/1/2016,4899.34,4926.60,4940.08,4826.11,3.73B,-1.03%
4/5/2016,5039.42,4910.24,5046.66,4900.54,4.64B,2.86%
4/6/2016,5063.94,5020.72,5070.42,4999.55,4.61B,0.49%
4/7/2016,4969.14,5080.35,5091.51,4969.14,4.79B,-1.87%
4/8/2016,4931.73,4931.74,4951.11,4864.51,3.79B,-0.75%
4/11/2016,5043.46,4979.49,5069.04,4979.49,4.20B,2.27%
4/12/2016,5003.82,5042.86,5056.37,4948.38,3.75B,-0.79%
4/13/2016,5081.46,5037.86,5144.30,5037.86,5.72B,1.55%
4/14/2016,5131.04,5111.63,5132.91,5069.97,4.94B,0.98%
4/15/2016,5109.98,5129.51,5136.19,5082.44,3.82B,-0.41%
4/18/2016,5024.36,5073.81,5073.81,4994.69,3.57B,-1.68%
4/19/2016,5031.27,5047.11,5063.56,4998.17,3.17B,0.14%
4/20/2016,4794.80,5044.72,5054.39,4723.93,5.26B,-4.70%
4/21/2016,4733.16,4777.09,4832.86,4727.30,4.02B,-1.29%
4/22/2016,4772.91,4700.61,4772.91,4690.52,3.11B,0.84%
4/25/2016,4753.07,4761.88,4766.07,4679.74,2.73B,-0.42%
4/26/2016,4812.44,4747.52,4812.44,4742.99,2.71B,1.25%
4/27/2016,4790.27,4818.00,4845.15,4781.28,2.84B,-0.46%
4/28/2016,4784.86,4792.58,4803.62,4693.59,2.84B,-0.11%
4/29/2016,4771.31,4761.12,4799.04,4752.81,2.26B,-0.28%
5/3/2016,4919.56,4771.57,4919.56,4750.39,3.45B,3.11%
5/4/2016,4917.41,4897.31,4956.56,4890.99,3.53B,-0.04%
5/5/2016,4947.59,4909.96,4951.86,4892.54,2.85B,0.61%
5/6/2016,4747.84,4947.29,4965.05,4747.84,4.30B,-4.04%
5/9/2016,4577.72,4705.13,4705.13,4554.79,3.51B,-3.58%
5/10/2016,4577.64,4569.16,4602.05,4548.08,2.33B,0.00%
5/11/2016,4567.95,4606.36,4630.85,4544.26,2.63B,-0.21%
5/12/2016,4569.75,4507.90,4570.85,4442.80,2.66B,0.04%
5/13/2016,4558.31,4557.55,4612.39,4532.30,2.39B,-0.25%
5/16/2016,4634.82,4540.13,4634.82,4525.68,2.52B,1.68%
5/17/2016,4632.14,4635.97,4681.96,4597.58,2.97B,-0.06%
5/18/2016,4493.95,4593.55,4593.66,4444.46,2.85B,-2.98%
5/19/2016,4528.49,4495.64,4584.04,4495.64,2.68B,0.77%
5/20/2016,4573.32,4487.77,4573.32,4471.90,2.51B,0.99%
5/23/2016,4631.19,4590.98,4636.42,4590.67,2.94B,1.27%
5/24/2016,4585.51,4621.22,4621.22,4553.51,2.74B,-0.99%
5/25/2016,4564.83,4619.63,4642.01,4544.50,2.72B,-0.45%
5/26/2016,4596.19,4553.55,4596.19,4474.32,2.94B,0.69%
5/27/2016,4583.79,4579.36,4619.64,4563.65,2.92B,-0.27%
5/30/2016,4553.69,4548.69,4601.97,4507.03,2.39B,-0.66%
5/31/2016,4744.72,4560.08,4744.72,4560.08,4.59B,4.20%
6/1/2016,4771.22,4749.11,4805.52,4745.29,4.76B,0.56%
6/2/2016,4806.23,4760.52,4806.23,4754.27,4.08B,0.73%
6/3/2016,4827.85,4807.25,4857.68,4786.11,4.29B,0.45%
6/6/2016,4842.82,4844.13,4853.61,4806.31,3.61B,0.31%
6/7/2016,4832.71,4841.73,4843.59,4806.41,3.29B,-0.21%
6/8/2016,4823.18,4827.61,4850.39,4783.09,3.49B,-0.20%
6/13/2016,4598.40,4762.52,4797.32,4598.40,4.17B,-4.66%
6/14/2016,4605.09,4582.41,4629.83,4562.21,2.82B,0.15%
6/15/2016,4751.01,4558.46,4768.78,4551.44,4.22B,3.17%
6/16/2016,4731.74,4745.38,4770.85,4716.41,4.10B,-0.41%
6/17/2016,4766.71,4738.67,4799.32,4730.30,4.00B,0.74%
6/20/2016,4774.50,4763.69,4784.33,4713.62,3.25B,0.16%
6/21/2016,4716.98,4805.23,4828.61,4693.73,4.15B,-1.20%
6/22/2016,4801.99,4700.56,4801.99,4697.96,3.36B,1.80%
6/23/2016,4785.69,4795.01,4816.00,4755.16,3.72B,-0.34%
6/24/2016,4734.71,4775.76,4814.76,4606.53,4.78B,-1.07%
6/27/2016,4848.84,4702.37,4848.84,4702.36,4.12B,2.41%
6/28/2016,4906.48,4830.73,4909.59,4825.34,4.92B,1.19%
6/29/2016,4906.01,4929.91,4941.92,4889.39,4.51B,-0.01%
6/30/2016,4911.37,4909.88,4923.02,4885.61,3.80B,0.11%
7/1/2016,4894.29,4923.32,4947.35,4882.82,3.55B,-0.35%
7/4/2016,4983.32,4865.82,4991.87,4862.16,4.50B,1.82%
7/5/2016,4994.38,4991.95,5004.49,4962.34,4.54B,0.22%
7/6/2016,5007.61,4980.44,5011.57,4964.43,4.15B,0.26%
7/7/2016,5022.86,5006.05,5041.74,4969.58,5.10B,0.30%
7/8/2016,5014.98,5019.35,5049.55,4991.10,4.39B,-0.16%
7/11/2016,4991.21,5019.94,5056.11,4987.07,4.65B,-0.47%
7/12/2016,5063.81,4991.31,5063.81,4936.55,5.00B,1.45%
7/13/2016,5121.78,5087.06,5139.82,5073.68,5.38B,1.14%
7/14/2016,5131.57,5112.49,5136.66,5095.55,4.58B,0.19%
7/15/2016,5099.64,5132.41,5139.65,5080.54,4.38B,-0.62%
7/18/2016,5078.09,5084.95,5114.34,5049.06,4.25B,-0.42%
7/19/2016,5096.53,5071.60,5096.53,5034.69,3.95B,0.36%
7/20/2016,5086.52,5092.11,5116.76,5078.89,3.71B,-0.20%
7/21/2016,5096.52,5084.21,5135.80,5072.74,4.11B,0.20%
7/22/2016,5061.42,5096.84,5107.32,5060.34,4.19B,-0.69%
7/25/2016,5068.06,5053.15,5095.53,5038.96,3.66B,0.13%
7/26/2016,5126.86,5068.96,5126.86,5068.60,3.53B,1.16%
7/27/2016,4885.94,5131.74,5138.43,4833.89,6.16B,-4.70%
7/28/2016,4873.37,4881.99,4916.86,4802.46,4.12B,-0.26%
7/29/2016,4844.84,4873.50,4886.63,4823.56,2.95B,-0.59%
8/1/2016,4780.95,4823.70,4823.80,4728.64,3.02B,-1.32%
8/2/2016,4819.33,4776.58,4819.33,4773.23,2.19B,0.80%
8/3/2016,4829.80,4807.15,4839.23,4793.35,2.53B,0.22%
8/4/2016,4869.46,4829.94,4876.82,4818.39,2.98B,0.82%
8/5/2016,4842.11,4868.37,4878.94,4840.61,2.83B,-0.56%
8/8/2016,4901.80,4830.60,4901.80,4795.59,3.28B,1.23%
8/9/2016,4940.01,4899.86,4940.01,4899.15,3.33B,0.78%
8/10/2016,4921.54,4937.53,4960.20,4921.37,3.26B,-0.37%
8/11/2016,4850.21,4914.99,4925.48,4850.21,3.09B,-1.45%
8/12/2016,4898.19,4841.83,4900.84,4834.47,3.16B,0.99%
8/15/2016,5014.97,4904.72,5023.33,4882.79,5.22B,2.38%
8/16/2016,5044.55,5020.03,5061.41,5016.11,4.81B,0.59%
8/17/2016,5060.76,5045.41,5078.14,5025.99,4.26B,0.32%
8/18/2016,5055.65,5055.52,5077.08,5037.16,5.02B,-0.10%
8/19/2016,5050.73,5051.60,5067.32,5023.48,3.90B,-0.10%
8/22/2016,4981.95,5051.95,5063.03,4981.95,3.46B,-1.36%
8/23/2016,4984.86,4979.40,5003.35,4950.66,2.89B,0.06%
8/24/2016,5005.16,4989.90,5029.15,4984.45,2.88B,0.41%
8/25/2016,4965.25,4976.54,4976.54,4912.02,3.12B,-0.80%
8/26/2016,4987.00,4977.70,5030.42,4976.72,2.94B,0.44%
8/29/2016,5000.96,4988.08,5020.03,4984.19,2.76B,0.28%
8/30/2016,5002.33,5002.63,5027.82,4994.76,2.41B,0.03%
8/31/2016,4999.97,5001.03,5006.35,4965.89,2.50B,-0.05%
9/1/2016,4965.59,5003.27,5010.14,4965.59,2.54B,-0.69%
9/2/2016,4942.98,4958.97,4982.78,4915.94,2.64B,-0.46%
9/5/2016,4964.09,4957.48,4993.60,4956.19,2.45B,0.43%
9/6/2016,5040.38,4967.71,5040.58,4929.83,3.34B,1.54%
9/7/2016,5038.91,5036.73,5068.52,5031.52,3.67B,-0.03%
9/8/2016,5058.91,5038.56,5059.22,5029.97,2.85B,0.40%
9/9/2016,5019.71,5060.02,5072.35,5019.41,2.93B,-0.77%
9/12/2016,4874.16,4932.09,4952.29,4873.87,3.51B,-2.90%
9/13/2016,4898.27,4905.00,4917.81,4870.64,2.73B,0.49%
9/14/2016,4863.23,4873.07,4898.18,4849.41,2.18B,-0.72%
9/19/2016,4915.73,4873.23,4915.73,4873.23,2.02B,1.08%
9/20/2016,4912.98,4917.21,4919.48,4899.95,1.96B,-0.06%
9/21/2016,4920.57,4912.53,4937.41,4909.81,2.12B,0.15%
9/22/2016,4948.52,4951.67,4970.66,4941.23,2.57B,0.57%
9/23/2016,4941.08,4959.88,4964.89,4939.86,2.83B,-0.15%
9/26/2016,4838.94,4931.62,4932.30,4838.94,3.24B,-2.07%
9/27/2016,4872.34,4830.60,4872.34,4808.23,2.24B,0.69%
9/28/2016,4867.19,4882.76,4882.76,4854.68,1.76B,-0.11%
9/29/2016,4885.98,4874.01,4903.17,4873.90,1.96B,0.39%
9/30/2016,4907.43,4883.34,4913.94,4881.56,1.82B,0.44%
10/10/2016,5020.49,4942.11,5020.49,4938.51,3.02B,2.30%
10/11/2016,5040.02,5022.02,5040.02,5016.00,3.24B,0.39%
10/12/2016,5042.56,5024.20,5044.94,5017.09,2.96B,0.05%
10/13/2016,5040.29,5039.96,5053.24,5024.65,2.74B,-0.05%
10/14/2016,5023.30,5032.48,5033.29,4988.85,2.48B,-0.34%
10/17/2016,4973.56,5032.50,5039.92,4961.28,2.74B,-0.99%
10/18/2016,5044.39,4970.66,5044.39,4970.26,2.92B,1.42%
10/19/2016,5024.89,5051.91,5058.40,5013.78,2.81B,-0.39%
10/20/2016,5032.76,5025.65,5039.41,5011.88,2.70B,0.16%
10/21/2016,5016.47,5034.73,5044.40,4981.28,2.94B,-0.32%
10/24/2016,5062.59,5017.03,5066.54,5009.76,3.20B,0.92%
10/25/2016,5082.63,5068.13,5082.63,5065.74,3.16B,0.40%
10/26/2016,5051.92,5084.41,5085.00,5040.86,3.35B,-0.60%
10/27/2016,5041.68,5048.25,5055.07,5021.08,2.72B,-0.20%
10/28/2016,4989.36,5036.54,5053.06,4989.36,2.70B,-1.04%
10/31/2016,4988.39,4977.98,4996.59,4953.27,2.45B,-0.02%
11/1/2016,5030.22,4992.40,5030.22,4987.28,2.45B,0.84%
11/2/2016,4980.90,5017.64,5026.38,4976.95,2.74B,-0.98%
11/3/2016,4996.67,4966.67,5023.86,4961.66,2.84B,0.32%
11/4/2016,4983.20,4995.41,5015.32,4974.80,2.49B,-0.27%
11/7/2016,4984.54,4985.57,5002.03,4966.52,2.77B,0.03%
11/8/2016,5010.85,4999.96,5022.44,4992.25,2.70B,0.53%
11/9/2016,4967.50,5014.48,5018.22,4913.78,3.29B,-0.87%
11/10/2016,5027.91,5009.21,5030.21,5008.68,3.23B,1.22%
11/11/2016,5055.42,5029.95,5055.42,5016.33,3.88B,0.55%
11/14/2016,5069.61,5043.16,5092.24,5040.11,4.14B,0.28%
11/15/2016,5095.18,5073.06,5095.18,5062.08,3.71B,0.50%
11/16/2016,5099.12,5101.56,5116.75,5097.40,3.48B,0.08%
11/17/2016,5088.96,5089.42,5098.03,5060.26,2.96B,-0.20%
11/18/2016,5067.11,5087.70,5097.82,5060.83,2.69B,-0.43%
11/21/2016,5068.67,5065.68,5089.39,5055.35,2.91B,0.03%
11/22/2016,5102.44,5071.88,5102.44,5069.13,3.30B,0.67%
11/23/2016,5071.64,5107.66,5110.90,5064.16,3.62B,-0.60%
11/24/2016,5052.06,5072.23,5085.59,5042.63,3.42B,-0.39%
11/25/2016,5074.36,5050.69,5074.36,4982.75,3.31B,0.44%
11/28/2016,5078.55,5086.72,5098.06,5072.55,3.22B,0.08%
11/29/2016,5039.63,5068.91,5086.14,5039.12,3.53B,-0.77%
11/30/2016,5031.59,5031.99,5057.07,5017.80,3.06B,-0.16%
12/1/2016,5052.71,5038.15,5052.71,5037.28,3.02B,0.42%
12/2/2016,4979.80,5048.65,5055.57,4976.86,3.15B,-1.44%
12/5/2016,4956.48,4939.04,4989.65,4929.92,2.43B,-0.47%
12/6/2016,4950.08,4964.75,4977.35,4947.70,1.95B,-0.13%
12/7/2016,4997.04,4953.59,4997.04,4943.77,2.23B,0.95%
12/8/2016,4965.27,4998.86,4999.37,4963.03,2.21B,-0.64%
12/9/2016,4943.87,4959.47,4969.61,4935.64,2.32B,-0.43%
12/12/2016,4733.07,4943.90,4947.27,4728.26,3.61B,-4.26%
12/13/2016,4750.04,4725.23,4765.41,4689.52,2.64B,0.36%
12/14/2016,4716.99,4745.30,4757.37,4700.90,2.76B,-0.70%
12/15/2016,4748.72,4702.80,4775.37,4699.45,2.46B,0.67%
12/16/2016,4786.94,4748.59,4795.60,4744.52,2.42B,0.80%
12/19/2016,4776.83,4788.86,4791.08,4768.64,2.19B,-0.21%
12/20/2016,4767.64,4774.79,4775.40,4749.36,2.13B,-0.19%
12/21/2016,4796.91,4775.89,4800.49,4775.89,2.12B,0.61%
12/22/2016,4795.13,4796.48,4800.58,4775.54,2.00B,-0.04%
12/23/2016,4748.61,4796.83,4799.23,4748.06,2.14B,-0.97%
12/26/2016,4756.58,4733.40,4756.58,4680.80,2.09B,0.17%
12/27/2016,4744.86,4755.71,4766.20,4742.02,1.77B,-0.25%
12/28/2016,4721.64,4743.96,4751.20,4712.90,1.75B,-0.49%
12/29/2016,4705.62,4714.05,4735.49,4703.41,1.58B,-0.34%
12/30/2016,4711.89,4708.80,4720.80,4694.91,1.70B,0.13%
1/3/2017,4739.85,4721.39,4746.73,4721.39,1.86B,0.59%
1/4/2017,4794.34,4743.06,4794.34,4737.98,2.36B,1.15%
1/5/2017,4793.66,4790.09,4800.87,4785.03,2.34B,-0.01%
1/6/2017,4760.26,4788.52,4789.57,4759.03,2.21B,-0.70%
1/9/2017,4777.47,4755.07,4779.72,4742.54,2.13B,0.36%
1/10/2017,4756.39,4776.61,4783.55,4754.17,2.35B,-0.44%
1/11/2017,4719.18,4751.55,4769.70,4716.59,2.27B,-0.78%
1/12/2017,4673.43,4716.07,4727.85,4672.82,2.25B,-0.97%
1/13/2017,4604.07,4674.01,4680.75,4599.33,2.13B,-1.48%
1/16/2017,4467.25,4598.60,4598.60,4353.50,2.77B,-2.97%
1/17/2017,4516.87,4454.62,4517.96,4418.47,2.03B,1.11%
